headline,link,description,time
গাংনীতে গণডাকাতির মামলায় গ্রেফতার ২,https://banglanews24.com/national/news/bd/964147.details,"মেহেরপুর: গাংনী উপজেলার বামন্দী-দেবীপুর সড়কে গাছ ফেলে গণডাকাতির ঘটনায় করা মামলার দুই যুবককে গ্রেফতার করেছে পুলিশ।
রোববার (০২","১৭৪৫ ঘণ্টা, অক্টোবর ৩, ২০২২"
মেহেরপুরে বিষ খাইয়ে দুই সন্তানকে হত্যার চেষ্টা,https://banglanews24.com/national/news/bd/963877.details,মেহেরপুর: মধুর সঙ্গে বিষ মিশিয়ে খাইয়ে দুই সন্তানকে হত্যার চেষ্টা চালিয়েছেন এক মা। মেহেরপুর ২৫০ শয্যার জেনারেল হাসপাতালে,"১০০৪ ঘণ্টা, অক্টোবর ৩, ২০২২"
"মেহেরপুর-কুষ্টিয়া সড়কে বাস বন্ধ, দুর্ভোগে যাত্রী",https://banglanews24.com/national/news/bd/963394.details,মেহেরপুর: আবারও বাস মালিক ও শ্রমিকদের দ্বন্দ্বের জেরে বাস চলাচল বন্ধ হয়ে গেছে মেহেরপুর-কুষ্টিয়া আঞ্চলিক মহাসড়কে। ফলে ভোগান্তি,"১৩৩৯ ঘণ্টা, অক্টোবর ২, ২০২২"
"গাংনীতে আশা অফিসে রক্ত, পিওন নিখোঁজ",https://banglanews24.com/national/news/bd/963340.details,মেহেরপুর: বেসরকারি এনজিও আশা’র অফিসের সিঁড়ি ও কক্ষে ছোপ ছোপ রক্ত পড়ে আছে। নিখোঁজ রয়েছেন ওই অফিসের পিওন কাম বাবুর্চি হৃদয় হোসেন (১৮)।,"১১৪৯ ঘণ্টা, অক্টোবর ২, ২০২২"
প্রধানমন্ত্রীর প্রচেষ্টায় নারীরা জেগে উঠেছেন: জনপ্রশাসন প্রতিমন্ত্রী,https://banglanews24.com/politics/news/bd/962794.details,"মেহেরপুর: জনপ্রশাসন প্রতিমন্ত্রী ফরহাদ হোসেন এমপি বলেছেন, বাংলাদেশের সফল প্রধানমন্ত্রী শেখ হাসিনার আন্তরিক প্রচেষ্টায় নারীরা আজ","১০৩৪ ঘণ্টা, অক্টোবর ১, ২০২২"
কলার বাগানে পড়েছিল নিখোঁজ নারীর অর্ধগলিত মরদেহ,https://banglanews24.com/national/news/bd/962590.details,মেহেরপুর: মেহেরপুর সদর উপজেলার পিরোজপুর—রঘুনাথপুর মাঠের একটি কলাক্ষেত থেকে মালেকা বেগম (৫৫) নামে এক নারীর অর্ধগলিত মরদেহ উদ্ধার,"১৯০৩ ঘণ্টা, সেপ্টেম্বর ৩০, ২০২২"
পুকুরে ভাসছিল বৃদ্ধের মরদেহ,https://banglanews24.com/national/news/bd/962530.details,"মেহেরপুর: মেহেরপুরের মুজিবনগরে পুকুর থেকে নিয়াজ উদ্দিন মণ্ডল (৭০) নামের এক বৃদ্ধের  মরদেহ উদ্ধার করেছে পুলিশ।
শুক্রবার (৩০","১৭৪০ ঘণ্টা, সেপ্টেম্বর ৩০, ২০২২"
মেহেরপুরে কলাবাগানে মিলল নারীর অর্ধগলিত মরদেহ,https://banglanews24.com/national/news/bd/962371.details,মেহেরপুর: মেহেরপুর সদর উপজেলার পিরোজপুর-রঘুনাথপুর মাঠের একটি কলাবাগান থেকে অজ্ঞাত এক নারীর অর্ধগলিত মরদেহ উদ্ধার করেছে পুলিশ।,"১৪১৯ ঘণ্টা, সেপ্টেম্বর ৩০, ২০২২"
ফার্নিচার কারখানায় খড়ি কুড়াতে যাওয়াই কাল হলো রশিদার,https://banglanews24.com/national/news/bd/962065.details,মেহেরপুর: বাড়ির পাশে ফার্নিচারের কারখানাতে খড়ি কুড়াতে গিয়ে বিদ্যুৎস্পৃটে রশিদা খাতুন (৫৫) নামে এক নারীর মৃত্যু হয়েছে।,"১৯৩১ ঘণ্টা, সেপ্টেম্বর ২৯, ২০২২"
গাংনীতে ১৫ কেজি রূপাসহ ২ পাচারকারী আটক,https://banglanews24.com/national/news/bd/961729.details,"মেহেরপুর: ভারতে পাচারের সময় ১৫ কেজি রূপাসহ দুই পাচারকারীকে আটক করেছে পুলিশ। যার দাম প্রায় ১২ লাখ টাকা।
আটক ব্যক্তিরা হলেন- গাংনী","১২৩৬ ঘণ্টা, সেপ্টেম্বর ২৯, ২০২২"
মেহেরপুরে ৬টি স্বর্ণের বারসহ আটক ২,https://banglanews24.com/national/news/bd/961048.details,"মেহেরপুর: মেহেরপুর থানার টহল পুলিশের অভিযানে ছয়টি স্বর্ণের বারসহ দুইজনকে আটক করা হয়েছে।
বুধবার (২৮ সেপ্টেম্বর) ভোর পৌণে ৬টার দিকে","১২২৮ ঘণ্টা, সেপ্টেম্বর ২৮, ২০২২"
মেহেরপুরের বর্ষিয়ান রাজনীতিক আমিরুল ইসলাম পালু আর নেই,https://banglanews24.com/national/news/bd/961033.details,মে‌হেরপুর: মেহেরপুর সদর উপজেলার প্রথম চেয়ারম্যান ও জেলা জাতীয় পার্টির সাবেক সভাপতি খন্দকার আমিরুল ইসলাম পালু (৭৯) ইন্তেকাল,"১২০৭ ঘণ্টা, সেপ্টেম্বর ২৮, ২০২২"
মেহেরপুরে ইয়াবাসহ যুবক গ্রেফতার,https://banglanews24.com/national/news/bd/960745.details,মেহেরপুর: মেহেরপুর সদর উপজেলার শোলমারী গ্রাম থেকে ইয়াবা ট্যাবলেটসহ আফাজুল ইসলাম (২৬) এক যুবককে গ্রেফতার করেছে জেলা গোয়েন্দা (ডিবি),"১৯০৭ ঘণ্টা, সেপ্টেম্বর ২৭, ২০২২"
