,Commenter_Name,DateTime,Comment
174,Si Mart shop,2022-10-11 23:12:56,আওয়ামী লীগ ভোট চোর সরকার আর নেই দরকার
175,MD YOUSUF ALI MDYOUSUFALI,2022-10-11 23:37:48,
176,Shabuddin Miyazi,2022-10-11 23:43:02,আসো তোদের আব্বা শামীম উসমান কে নিয়ে আসো দেখি খেলা কি রকম খেলতে পারে আর কুলাঙ্গা লীগের দল বা আস্তিক নাস্তিক সব নিয়ে আসো বিগত অনেক দিন দরে বলতাছো খেলা হবে খেলা হবে খেলা হবে আমরাও বলি হবে কিন্তু একটা কথা আছে তা হলো তোদের কুলাঙ্গার পুলিশ লীগ ছাড়া আজকের বি এম পির মহাসমাবেশে চট্টগ্রামে আসো কত সাহস দেখবো
177,অস্থির টিকটক,2022-10-11 23:48:21,এদেশে পুলিশ থাকতে তুমরা কেনো সহিংসতা বন্ধ করবা
178,jolpai pata,2022-10-12 00:10:39,
179,jolpai pata,2022-10-12 00:14:15,
180,Abdul Hannah,2022-10-12 00:44:29,এদের সমাবেশ হলে কি আর না হলে কি যেই লাউ সেই কদু
181,Hanif Mia,2022-10-12 01:46:44,আওয়ামী লীগ নিপাত যাক গনতন্ত্র মুক্তি পাক
182,Shisir Ahmed,2022-10-12 02:05:33,আওয়ামী লীগ যে বলে সাধারন মানুষ সাথে প্রতিহত করবে আওয়ামী লীগ এর সাথে কি সাধারন মানুষ আছে
183,Tanjo Akter,2022-10-12 02:32:46,
184,নীল বাতি,2022-10-12 03:07:01,গণতন্ত্র গণতান্ত্রিক অধিকার বাংলাদেশ থেকে বিতাড়িত
185,Md Ismail Haque,2022-10-12 04:03:05,তবে এটা বোঝা গেল আওয়ামী লীগ বিএনপিকে কতটা ভয় পায় চট্টগ্রাম আওয়ামী লীগ ভাইয়েরা অনেক ভয়ে আছে কখন জানি বাঁশ দিয়ে দেয় সাবাস জিয়ার সৈনিক বাঁশ নিয়ে মাঠে নামবা
186,Islam,2022-10-12 04:12:23,সাধারণ মানুষ তাদের সাথে আছে
187,Md. Maminul Karim,2022-10-12 04:20:23,হল রুমে তো দর্শক নেই গো স্যার
188,Jidan Jidan,2022-10-12 04:51:35,
189,Shah Salman,2022-10-12 04:56:36,আওয়ামীলীগ প্রতিহত করবে ইনশাআল্লাহ আর ছাত্রলীগ তো পাশে আছেই ছায়ার মতো
190,Aowlad Hossain,2022-10-12 05:05:58,তোমরা ভাল পালাইবা
191,Mohammed Kadir,2022-10-12 05:08:33,
192,Jahangir alam farhad,2022-10-12 05:33:56,এক বাল ও ছাড় পাবা না সময় বদলায়
193,নূরুন্নবী যায়েদ,2022-10-12 05:51:17,গতকাল থেকে চট্টগ্রামে বাস মাইক্রোবাস চলার উপর সরকার অঘোষিত হরতাল দিয়ে রেখেছে
194,Tech Gallery,2022-10-12 06:24:56,আওয়ামিলীগ এখন কোন রাজনৈতিক সংগঠন নয় এরা এখন সন্ত্রাসী সংগঠনে পরিণত হয়েছে
195,Abdurahman Rahman,2022-10-12 07:40:49,হাতে লাঠি কয় হাতে লাঠি লয়ে মাঠে নামার অনুরোধ করছি খালি হাতে না
196,Kayes Jannat,2022-10-12 08:21:05,
197,Rafiq Alam,2022-10-12 08:54:38,অপরাজনীতির জনক আম্লীগ আর অপরাজনীতি মানে কি বিশৃংখলা আর সহিংসতা মোকাবিলা করবে পুলিশ আম্লীগ কোন চ্যাটের বাল
198,Dxb rob ..,2022-10-12 21:01:49,
199,SHAWON COx,2022-10-14 02:12:22,
200,Nigar Sultana,2022-10-12 12:39:14,সাবাস বি এন পি
201,MD Rafiq,2022-10-12 12:51:58,আল্লাহ রহমতে জয় আমাদের হবেই ইনশাআল্লাহ
202,মোঃ শাহাদাত হোসেন,2022-10-12 12:53:46,শুভকামনা রইলো
203,Roman Pigeon,2022-10-12 12:54:32,ওলে বাবালে খালেদা জিয়া ক্ষমতায় চলে আসছে
204,জনতার মৈত্রী শক্তি,2022-10-12 13:03:43,মাশাআল্লাহ খুব ভালো লাগলো
205,Md Anwar,2022-10-12 13:04:52,সাবস
206,nizam uddin,2022-10-12 13:05:02,শুভকামনা রইলো বিএনপি
207,Md Anwar,2022-10-12 13:05:04,জুতা লীগ কই
208,BD voice 90,2022-10-12 13:06:22,মাশাআল্লাহ
209,Akil shah,2022-10-12 13:06:46,বৈশাখীর মুখ থেকে কথা বের হতে চায় না কেন
210,Farhan Ahamed limon,2022-10-12 13:09:44,ইনশাআল্লাহ
211,Hussain Mohammad,2022-10-12 13:17:18,
212,সেলিম আহমেদ,2022-10-12 13:18:20,আল্লাহর দয়া হলে এবার কিছু একটা হবে
213,হারানো গীত বাংলা,2022-10-12 13:21:39,বাংলাদেশ জিন্দাবাদ
214,Amdadullah Miazi,2022-10-12 13:25:07,হাসিনার পালা কুকুরের দল হলো চাত্র লিগ এদেরকে যেখানেই পাবে জুতা ফিটা করে বিদায় করতে হবে
215,Babu Shak,2022-10-12 13:28:02,সংবাদ পএ মুল কথা বলো না কেন নির্দলীয় সরকারের অধীনে নির্বাচন দিতে হবে
216,Rifat Hasan,2022-10-12 13:35:27,
217,মাগুরা সদর মাগুরা,2022-10-12 13:38:12,
218,AKIL MAHMUD,2022-10-12 13:38:22,আগামিতে আসা করতে পারি
219,MD SAIDUL HAWLADER,2022-10-12 13:43:38,
220,Shahidul Islam,2022-10-12 13:45:47,মাশাআল্লাহ দলমত নির্বিশেষে সকলকে সাথে নিয়ে দূর্বার আন্দোলন গড়ে তুলুন এবং জনগণের ভোটাধিকার ফিরিয়ে আনতে হবে ইনশাআল্লাহ
221,Abdulla Al Asif,2022-10-12 13:56:14,
222,Kasem Md,2022-10-12 14:05:21,আহারে আওয়ামীলীগ অনেক চেষ্টা করেছে এই সমাবেশে ঠেকানোর জন্য আল্লাহর রহমতে সেটা পারেনি
223,Abdur Rahman Ahmed,2022-10-12 14:08:03,
224,Md Momin,2022-10-12 14:13:47,আওয়ামী লীগ দেশ ও জাতির দুশমন আওয়ামী লীগ নিপাত যাক বাংলাদেশ মুক্তি পাক
225,Hmnbvhjklodsj G7e,2022-10-12 14:14:34,চালাও পাশে আছি
226,Faisal ahmed,2022-10-12 14:17:16,বিএনপির জন্য দোয়া রইলো ইনশাআল্লাহ জয় হবেই বাংলাদেশের
227,Faisal ahmed,2022-10-12 14:17:37,শহিদ জিয়া অমর হোক
228,Ruma Akter Shilpi,2022-10-12 16:26:32,
229,Md Imam,2022-10-12 16:40:20,
230,Rezaul Karim,2022-10-12 17:19:28,নিজের সুরক্ষা জন্য সবাই বাঁশ নিয়ে আসবেন বাঁশই শক্তি বাঁশই মুক্তি
231,patema akter,2022-10-12 18:21:18,আল্লাহ রহমতে জয় আমাদের হবেই ইনশাআল্লাহ
232,Knjjd Jjjd,2022-10-12 22:00:12,
233,Bangladesher raja,2022-10-13 04:32:22,শান্তপুর্ণ মিটিং মিছিলে জারা রাস্তা ঘাটে সন্ত্রাসী করে তাদের দলও সরকার কে নিষিদ্ধ ও নিবন্ধন বাতিল করা উচিৎ হোক
234,Monir Hussein,2022-10-14 05:53:57,
235,Mohamad Shafiqul,2022-10-14 13:50:23,আওয়ামী লীগের লোকজনের কোনো লজ্জা শরম কিছুই নাই তাই মিথ্যা কথা ছাড়া আর কিছুই জানেন না
